Vehicle_Index,Maintenance_Probability,Vehicle_Health_Score,Health_Status,Priority,Recommended_Action,Recommendation,Risk_Level,Priority_Rank
17767,0.9043,9.57,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20787,0.9043,9.57,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
807,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1963,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
3518,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
8764,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
10801,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
15962,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20003,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
22988,0.9042,9.58,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
7928,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
8264,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
11169,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
15733,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
19321,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
23372,0.9041,9.59,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
359,0.904,9.6,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1418,0.904,9.6,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1971,0.904,9.6,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
22240,0.904,9.6,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
833,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1849,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1998,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
12122,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
18976,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
20050,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
22443,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
22886,0.9039,9.61,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1205,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1435,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
4920,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
11498,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
12487,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
23980,0.9038,9.62,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1500,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
1587,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
3733,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
3861,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
4718,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
16432,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
17335,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
21433,0.9037,9.63,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
555,0.9036,9.64,Critical,URGENT,Immediate inspection and maintenance required.,"Do not delay maintenance. Perform a comprehensive vehicle inspection and address the most critical engine, fuel, sensor, and mechanical issues.",Very High,1
