Vehicle_Index,Actual_Need_Maintenance,Predicted_Need_Maintenance,Maintenance_Probability,Vehicle_Health_Score,Health_Status
4972,1,1,0.9354,6.46,Critical
4973,1,1,0.5431,45.69,Fair
4974,1,1,0.8734,12.66,Critical
4975,0,0,0.0702,92.98,Excellent
4976,1,1,0.9854,1.46,Critical
4977,0,0,0.2122,78.78,Good
4978,0,0,0.1222,87.78,Excellent
4979,0,0,0.0984,90.16,Excellent
4980,1,1,0.5365,46.35,Fair
4981,1,1,0.9261,7.39,Critical
4982,1,1,0.775,22.5,Poor
4983,1,1,0.9458,5.42,Critical
4984,0,0,0.157,84.3,Excellent
4985,1,1,0.7687,23.13,Poor
4986,1,1,0.5426,45.74,Fair
4987,1,1,0.8474,15.26,Critical
4988,0,0,0.076,92.4,Excellent
4989,1,1,0.7256,27.44,Poor
4990,0,0,0.0774,92.26,Excellent
4991,1,1,0.6887,31.13,Poor
4992,1,1,0.9427,5.73,Critical
4993,0,0,0.2419,75.81,Good
4994,0,0,0.1911,80.89,Excellent
4995,1,1,0.6777,32.23,Poor
4996,0,0,0.2115,78.85,Good
4997,0,0,0.4261,57.39,Fair
4998,0,0,0.0782,92.18,Excellent
4999,0,0,0.1595,84.05,Excellent
5000,1,1,0.8883,11.17,Critical
5001,0,0,0.4993,50.07,Fair
5002,0,0,0.0913,90.87,Excellent
5003,0,0,0.1651,83.49,Excellent
5004,0,0,0.1787,82.13,Excellent
5005,0,0,0.1722,82.78,Excellent
5006,0,0,0.1505,84.95,Excellent
5007,0,0,0.1939,80.61,Excellent
5008,1,1,0.9753,2.47,Critical
5009,1,1,0.8275,17.25,Critical
5010,1,1,0.8522,14.78,Critical
5011,1,1,0.8942,10.58,Critical
5012,1,0,0.3316,66.84,Good
5013,1,1,0.6198,38.02,Poor
5014,0,0,0.2776,72.24,Good
5015,1,1,0.7908,20.92,Poor
5016,0,0,0.2144,78.56,Good
5017,0,0,0.2722,72.78,Good
5018,0,0,0.075,92.5,Excellent
5019,1,1,0.7838,21.62,Poor
5020,1,1,0.9236,7.64,Critical
5021,1,1,0.7279,27.21,Poor
5022,0,0,0.2903,70.97,Good
5023,0,0,0.2734,72.66,Good
5024,0,0,0.2383,76.17,Good
5025,1,1,0.898,10.2,Critical
5026,0,1,0.6866,31.34,Poor
5027,0,0,0.109,89.1,Excellent
5028,1,1,0.8218,17.82,Critical
5029,1,1,0.8321,16.79,Critical
5030,1,1,0.5506,44.94,Fair
5031,1,1,0.5787,42.13,Fair
5032,1,1,0.8018,19.82,Critical
5033,0,0,0.0765,92.35,Excellent
5034,1,1,0.8337,16.63,Critical
5035,0,0,0.2029,79.71,Good
5036,0,0,0.2456,75.44,Good
5037,0,0,0.1985,80.15,Excellent
5038,1,1,0.7745,22.55,Poor
5039,0,0,0.094,90.6,Excellent
5040,1,1,0.7815,21.85,Poor
5041,1,1,0.8573,14.27,Critical
5042,0,0,0.0766,92.34,Excellent
5043,1,1,0.909,9.1,Critical
5044,0,0,0.2543,74.57,Good
5045,1,1,0.976,2.4,Critical
5046,1,1,0.7969,20.31,Poor
5047,1,1,0.6935,30.65,Poor
5048,1,1,0.6914,30.86,Poor
5049,1,1,0.879,12.1,Critical
5050,1,1,0.8769,12.31,Critical
5051,0,0,0.1016,89.84,Excellent
5052,0,0,0.0705,92.95,Excellent
5053,1,1,0.9991,0.09,Critical
5054,0,0,0.0869,91.31,Excellent
5055,0,0,0.1982,80.18,Excellent
5056,0,0,0.2684,73.16,Good
5057,1,1,0.714,28.6,Poor
5058,1,1,0.9068,9.32,Critical
5059,0,0,0.1597,84.03,Excellent
5060,0,0,0.2349,76.51,Good
5061,0,0,0.0878,91.22,Excellent
5062,1,1,0.9018,9.82,Critical
5063,0,0,0.1729,82.71,Excellent
5064,0,0,0.1184,88.16,Excellent
5065,0,0,0.3038,69.62,Good
5066,1,0,0.3855,61.45,Good
5067,1,1,0.8274,17.26,Critical
5068,1,1,0.8374,16.26,Critical
5069,1,1,0.7706,22.94,Poor
5070,1,1,0.6898,31.02,Poor
5071,1,1,0.5743,42.57,Fair
5072,1,1,0.6925,30.75,Poor
5073,1,1,0.77,23.0,Poor
5074,0,0,0.1153,88.47,Excellent
5075,1,1,0.7109,28.91,Poor
5076,0,0,0.1232,87.68,Excellent
5077,1,1,0.9917,0.83,Critical
5078,0,0,0.0909,90.91,Excellent
5079,0,0,0.1945,80.55,Excellent
5080,1,1,0.8033,19.67,Critical
5081,0,0,0.0609,93.91,Excellent
5082,0,0,0.149,85.1,Excellent
5083,1,1,0.6078,39.22,Poor
5084,1,1,0.7397,26.03,Poor
5085,0,0,0.0846,91.54,Excellent
5086,0,0,0.2036,79.64,Good
5087,1,1,0.7274,27.26,Poor
5088,1,1,0.8837,11.63,Critical
5089,0,0,0.3843,61.57,Good
5090,1,1,0.9285,7.15,Critical
5091,1,1,0.8739,12.61,Critical
5092,0,0,0.0628,93.72,Excellent
5093,1,1,0.8799,12.01,Critical
5094,1,1,0.948,5.2,Critical
5095,1,1,0.9214,7.86,Critical
5096,1,0,0.4991,50.09,Fair
5097,0,0,0.0895,91.05,Excellent
5098,0,0,0.056,94.4,Excellent
5099,0,0,0.1492,85.08,Excellent
5100,0,0,0.1284,87.16,Excellent
5101,0,0,0.131,86.9,Excellent
5102,0,0,0.2449,75.51,Good
5103,0,0,0.1489,85.11,Excellent
5104,1,1,0.9441,5.59,Critical
5105,1,0,0.3379,66.21,Good
5106,0,0,0.0783,92.17,Excellent
5107,0,0,0.1314,86.86,Excellent
5108,0,0,0.1912,80.88,Excellent
5109,1,1,0.8952,10.48,Critical
5110,1,1,0.974,2.6,Critical
5111,1,1,0.8475,15.25,Critical
5112,0,0,0.0975,90.25,Excellent
5113,0,0,0.1002,89.98,Excellent
5114,0,0,0.0927,90.73,Excellent
5115,0,0,0.1514,84.86,Excellent
5116,0,0,0.391,60.9,Good
5117,1,1,0.9568,4.32,Critical
5118,0,0,0.1246,87.54,Excellent
5119,1,1,0.912,8.8,Critical
5120,0,0,0.0285,97.15,Excellent
5121,0,0,0.1084,89.16,Excellent
5122,1,1,0.7643,23.57,Poor
5123,0,0,0.1261,87.39,Excellent
5124,0,0,0.1853,81.47,Excellent
5125,0,0,0.1371,86.29,Excellent
5126,1,1,0.9183,8.17,Critical
5127,0,0,0.048,95.2,Excellent
5128,0,0,0.123,87.7,Excellent
5129,0,0,0.0792,92.08,Excellent
5130,0,0,0.1718,82.82,Excellent
5131,1,1,0.8327,16.73,Critical
5132,0,0,0.1531,84.69,Excellent
5133,0,0,0.4165,58.35,Fair
5134,1,1,0.8919,10.81,Critical
5135,1,1,0.9291,7.09,Critical
5136,0,0,0.1771,82.29,Excellent
5137,0,0,0.0806,91.94,Excellent
5138,1,1,0.7345,26.55,Poor
5139,0,0,0.0502,94.98,Excellent
5140,0,0,0.1192,88.08,Excellent
5141,0,0,0.105,89.5,Excellent
5142,0,0,0.1292,87.08,Excellent
5143,0,0,0.2149,78.51,Good
5144,0,0,0.1636,83.64,Excellent
5145,0,0,0.2926,70.74,Good
5146,1,1,0.8581,14.19,Critical
5147,1,1,0.9423,5.77,Critical
5148,1,1,0.8899,11.01,Critical
5149,1,1,0.9143,8.57,Critical
5150,1,1,0.7335,26.65,Poor
5151,0,0,0.0836,91.64,Excellent
5152,0,0,0.1372,86.28,Excellent
5153,1,1,0.9297,7.03,Critical
5154,0,0,0.2289,77.11,Good
5155,0,0,0.4163,58.37,Fair
5156,0,0,0.09,91.0,Excellent
5157,0,0,0.0493,95.07,Excellent
5158,1,1,0.9141,8.59,Critical
5159,0,0,0.1648,83.52,Excellent
5160,1,1,0.7433,25.67,Poor
5161,0,0,0.0625,93.75,Excellent
5162,0,0,0.056,94.4,Excellent
5163,0,0,0.1671,83.29,Excellent
5164,1,1,0.9266,7.34,Critical
5165,1,1,0.7781,22.19,Poor
5166,1,1,0.9915,0.85,Critical
5167,0,0,0.0668,93.32,Excellent
5168,0,0,0.1068,89.32,Excellent
5169,0,0,0.3287,67.13,Good
5170,1,1,0.9023,9.77,Critical
5171,0,0,0.3917,60.83,Good
5172,1,1,0.7902,20.98,Poor
5173,0,0,0.1978,80.22,Excellent
5174,0,0,0.1412,85.88,Excellent
5175,0,0,0.2352,76.48,Good
5176,1,1,0.8065,19.35,Critical
5177,0,0,0.0946,90.54,Excellent
5178,0,0,0.3449,65.51,Good
5179,0,0,0.0814,91.86,Excellent
5180,1,1,0.8369,16.31,Critical
5181,0,0,0.0902,90.98,Excellent
5182,1,1,0.9801,1.99,Critical
5183,0,0,0.1139,88.61,Excellent
5184,0,0,0.2616,73.84,Good
5185,1,1,0.9213,7.87,Critical
5186,1,1,0.8453,15.47,Critical
5187,0,0,0.1292,87.08,Excellent
5188,0,0,0.1268,87.32,Excellent
5189,1,1,0.9597,4.03,Critical
5190,1,1,0.9586,4.14,Critical
5191,1,1,0.8851,11.49,Critical
5192,1,1,0.8973,10.27,Critical
5193,1,1,0.7989,20.11,Poor
5194,1,1,0.9279,7.21,Critical
5195,1,1,0.8693,13.07,Critical
5196,1,1,0.7442,25.58,Poor
5197,1,1,0.61,39.0,Poor
5198,1,1,0.9202,7.98,Critical
5199,0,0,0.1083,89.17,Excellent
5200,1,1,0.5896,41.04,Fair
5201,0,0,0.2564,74.36,Good
5202,1,1,0.8686,13.14,Critical
5203,0,0,0.1791,82.09,Excellent
5204,0,0,0.16,84.0,Excellent
5205,0,0,0.2964,70.36,Good
5206,1,1,0.9054,9.46,Critical
5207,1,1,0.9485,5.15,Critical
5208,0,0,0.0978,90.22,Excellent
5209,1,1,0.9333,6.67,Critical
5210,0,0,0.0861,91.39,Excellent
5211,0,0,0.1312,86.88,Excellent
5212,0,0,0.1289,87.11,Excellent
5213,0,0,0.0854,91.46,Excellent
5214,0,0,0.0775,92.25,Excellent
5215,1,1,0.8904,10.96,Critical
5216,0,0,0.0831,91.69,Excellent
5217,1,1,0.9007,9.93,Critical
5218,1,1,0.8588,14.12,Critical
5219,0,0,0.1662,83.38,Excellent
5220,0,0,0.0502,94.98,Excellent
5221,1,1,0.9014,9.86,Critical
5222,1,1,0.8645,13.55,Critical
5223,0,0,0.0838,91.62,Excellent
5224,1,1,0.7909,20.91,Poor
5225,0,0,0.1844,81.56,Excellent
5226,1,1,0.9396,6.04,Critical
5227,1,1,0.7505,24.95,Poor
5228,1,1,0.7979,20.21,Poor
5229,0,0,0.2557,74.43,Good
5230,1,1,0.835,16.5,Critical
5231,1,1,0.8763,12.37,Critical
5232,1,1,0.8975,10.25,Critical
5233,1,1,0.7726,22.74,Poor
5234,1,1,0.9115,8.85,Critical
5235,1,1,0.8801,11.99,Critical
5236,1,1,0.7083,29.17,Poor
5237,0,0,0.2618,73.82,Good
5238,1,1,0.8585,14.15,Critical
5239,1,1,0.8553,14.47,Critical
5240,1,0,0.4182,58.18,Fair
5241,0,0,0.2919,70.81,Good
5242,1,1,0.8238,17.62,Critical
5243,1,1,0.7063,29.37,Poor
5244,1,1,0.8925,10.75,Critical
5245,1,1,0.9339,6.61,Critical
5246,1,0,0.4165,58.35,Fair
5247,1,1,0.8822,11.78,Critical
5248,0,0,0.0902,90.98,Excellent
5249,1,1,0.6544,34.56,Poor
5250,0,0,0.0748,92.52,Excellent
5251,0,0,0.0794,92.06,Excellent
5252,0,0,0.2013,79.87,Good
5253,1,1,0.947,5.3,Critical
5254,1,1,0.964,3.6,Critical
5255,1,1,0.8747,12.53,Critical
5256,1,1,0.8843,11.57,Critical
5257,0,0,0.0393,96.07,Excellent
5258,1,1,0.5619,43.81,Fair
5259,1,1,0.9592,4.08,Critical
5260,1,1,0.926,7.4,Critical
5261,0,0,0.0896,91.04,Excellent
5262,0,0,0.3275,67.25,Good
5263,1,1,0.9389,6.11,Critical
5264,0,0,0.0488,95.12,Excellent
5265,0,0,0.1041,89.59,Excellent
5266,1,1,0.885,11.5,Critical
5267,1,1,0.8072,19.28,Critical
5268,0,0,0.1076,89.24,Excellent
5269,1,1,0.928,7.2,Critical
5270,1,1,0.8823,11.77,Critical
5271,0,0,0.3094,69.06,Good
5272,0,0,0.4696,53.04,Fair
5273,0,0,0.0952,90.48,Excellent
5274,1,1,0.945,5.5,Critical
5275,0,0,0.1809,81.91,Excellent
5276,0,0,0.2024,79.76,Good
5277,1,1,0.6555,34.45,Poor
5278,0,0,0.3743,62.57,Good
5279,1,1,0.9767,2.33,Critical
5280,1,1,0.9359,6.41,Critical
5281,1,1,0.894,10.6,Critical
5282,1,1,0.7923,20.77,Poor
5283,1,1,0.8991,10.09,Critical
5284,1,1,0.9025,9.75,Critical
5285,1,1,0.9335,6.65,Critical
5286,1,1,0.9371,6.29,Critical
5287,0,0,0.113,88.7,Excellent
5288,1,0,0.477,52.3,Fair
5289,0,0,0.2384,76.16,Good
5290,1,1,0.8304,16.96,Critical
5291,1,1,0.7923,20.77,Poor
5292,1,1,0.8009,19.91,Critical
5293,0,0,0.1336,86.64,Excellent
5294,0,0,0.2734,72.66,Good
5295,1,1,0.9371,6.29,Critical
5296,1,1,0.9045,9.55,Critical
5297,1,1,0.9398,6.02,Critical
5298,0,0,0.0476,95.24,Excellent
5299,0,0,0.1373,86.27,Excellent
5300,0,0,0.2828,71.72,Good
5301,1,1,0.9053,9.47,Critical
5302,1,1,0.5437,45.63,Fair
5303,1,1,0.8911,10.89,Critical
5304,0,0,0.242,75.8,Good
5305,1,1,0.9537,4.63,Critical
5306,1,1,0.8615,13.85,Critical
5307,0,0,0.1162,88.38,Excellent
5308,1,1,0.8365,16.35,Critical
5309,0,0,0.1831,81.69,Excellent
5310,1,0,0.2793,72.07,Good
5311,0,0,0.3375,66.25,Good
5312,1,1,0.6131,38.69,Poor
5313,0,0,0.0611,93.89,Excellent
5314,1,1,0.8937,10.63,Critical
5315,1,1,0.7379,26.21,Poor
5316,0,0,0.1941,80.59,Excellent
5317,0,0,0.1847,81.53,Excellent
5318,1,1,0.8845,11.55,Critical
5319,0,0,0.1334,86.66,Excellent
5320,1,1,0.9381,6.19,Critical
5321,1,1,0.6084,39.16,Poor
5322,0,0,0.1146,88.54,Excellent
5323,0,0,0.1865,81.35,Excellent
5324,1,1,0.6573,34.27,Poor
5325,0,0,0.132,86.8,Excellent
5326,1,0,0.4186,58.14,Fair
5327,1,1,0.7186,28.14,Poor
5328,1,1,0.8331,16.69,Critical
5329,1,1,0.9226,7.74,Critical
5330,1,1,0.8899,11.01,Critical
5331,0,0,0.0769,92.31,Excellent
5332,0,0,0.1786,82.14,Excellent
5333,1,1,0.9253,7.47,Critical
5334,1,1,0.9488,5.12,Critical
5335,1,1,0.909,9.1,Critical
5336,0,0,0.1313,86.87,Excellent
5337,0,0,0.153,84.7,Excellent
5338,0,0,0.0827,91.73,Excellent
5339,1,1,0.7587,24.13,Poor
5340,1,1,0.7252,27.48,Poor
5341,1,1,0.7213,27.87,Poor
5342,1,1,0.8202,17.98,Critical
5343,0,0,0.0954,90.46,Excellent
5344,1,1,0.9205,7.95,Critical
5345,1,1,0.6548,34.52,Poor
5346,1,1,0.8921,10.79,Critical
5347,1,1,0.841,15.9,Critical
5348,1,1,0.5938,40.62,Fair
5349,1,1,0.8082,19.18,Critical
5350,1,1,0.867,13.3,Critical
5351,0,0,0.1013,89.87,Excellent
5352,1,1,0.8906,10.94,Critical
5353,0,0,0.1993,80.07,Excellent
5354,1,1,0.9253,7.47,Critical
5355,0,0,0.2537,74.63,Good
5356,0,0,0.147,85.3,Excellent
5357,0,0,0.1432,85.68,Excellent
5358,0,0,0.154,84.6,Excellent
5359,0,0,0.3369,66.31,Good
5360,0,0,0.1199,88.01,Excellent
5361,0,0,0.1542,84.58,Excellent
5362,1,1,0.8674,13.26,Critical
5363,0,0,0.1004,89.96,Excellent
5364,0,0,0.2156,78.44,Good
5365,1,1,0.9113,8.87,Critical
5366,1,1,0.9048,9.52,Critical
5367,0,0,0.0926,90.74,Excellent
5368,1,1,0.9006,9.94,Critical
5369,0,0,0.3492,65.08,Good
5370,1,1,0.8804,11.96,Critical
5371,1,1,0.8644,13.56,Critical
5372,0,0,0.0756,92.44,Excellent
5373,1,1,0.8013,19.87,Critical
5374,0,0,0.1147,88.53,Excellent
5375,1,1,0.896,10.4,Critical
5376,1,1,0.9103,8.97,Critical
5377,0,0,0.1358,86.42,Excellent
5378,1,1,0.7696,23.04,Poor
5379,1,1,0.8633,13.67,Critical
5380,0,0,0.0584,94.16,Excellent
5381,0,0,0.3041,69.59,Good
5382,1,1,0.8775,12.25,Critical
5383,1,1,0.9148,8.52,Critical
5384,0,0,0.2089,79.11,Good
5385,0,0,0.0813,91.87,Excellent
5386,0,0,0.048,95.2,Excellent
5387,1,1,0.641,35.9,Poor
5388,1,1,0.7835,21.65,Poor
5389,1,1,0.9093,9.07,Critical
5390,1,1,0.7608,23.92,Poor
5391,0,0,0.0568,94.32,Excellent
5392,0,0,0.0539,94.61,Excellent
5393,1,1,0.9856,1.44,Critical
5394,0,0,0.1042,89.58,Excellent
5395,1,1,0.8473,15.27,Critical
5396,1,1,0.9259,7.41,Critical
5397,0,0,0.0668,93.32,Excellent
5398,0,0,0.0794,92.06,Excellent
5399,1,1,0.6356,36.44,Poor
5400,0,0,0.0876,91.24,Excellent
5401,1,1,0.634,36.6,Poor
5402,1,1,0.9678,3.22,Critical
5403,1,1,0.8708,12.92,Critical
5404,0,0,0.0667,93.33,Excellent
5405,1,1,0.9668,3.32,Critical
5406,1,1,0.8923,10.77,Critical
5407,1,1,0.9822,1.78,Critical
5408,0,0,0.2402,75.98,Good
5409,0,0,0.0544,94.56,Excellent
5410,1,1,0.6372,36.28,Poor
5411,1,1,0.7526,24.74,Poor
5412,1,1,0.7091,29.09,Poor
5413,0,0,0.0963,90.37,Excellent
5414,1,1,0.863,13.7,Critical
5415,1,1,0.6424,35.76,Poor
5416,1,1,0.9307,6.93,Critical
5417,0,0,0.0928,90.72,Excellent
5418,1,1,0.9289,7.11,Critical
5419,0,0,0.1012,89.88,Excellent
5420,0,0,0.1095,89.05,Excellent
5421,0,0,0.4905,50.95,Fair
5422,1,1,0.9084,9.16,Critical
5423,0,0,0.2027,79.73,Good
5424,0,0,0.0806,91.94,Excellent
5425,1,1,0.7466,25.34,Poor
5426,0,0,0.2075,79.25,Good
5427,1,1,0.9313,6.87,Critical
5428,1,1,0.8004,19.96,Critical
5429,1,1,0.927,7.3,Critical
5430,1,1,0.9077,9.23,Critical
5431,1,1,0.6158,38.42,Poor
5432,0,0,0.0836,91.64,Excellent
5433,1,1,0.6089,39.11,Poor
5434,0,0,0.1994,80.06,Excellent
5435,1,1,0.9757,2.43,Critical
5436,1,1,0.7469,25.31,Poor
5437,0,0,0.1551,84.49,Excellent
5438,1,1,0.9491,5.09,Critical
5439,1,1,0.7699,23.01,Poor
5440,0,0,0.1138,88.62,Excellent
5441,1,1,0.6476,35.24,Poor
5442,1,1,0.949,5.1,Critical
5443,0,0,0.1159,88.41,Excellent
5444,0,0,0.1384,86.16,Excellent
5445,1,1,0.6593,34.07,Poor
5446,0,0,0.0561,94.39,Excellent
5447,1,1,0.9502,4.98,Critical
5448,0,0,0.0317,96.83,Excellent
5449,0,0,0.1283,87.17,Excellent
5450,0,0,0.1981,80.19,Excellent
5451,0,0,0.1515,84.85,Excellent
5452,1,1,0.931,6.9,Critical
5453,1,1,0.6249,37.51,Poor
5454,1,1,0.791,20.9,Poor
5455,1,1,0.82,18.0,Critical
5456,1,1,0.9099,9.01,Critical
5457,0,0,0.118,88.2,Excellent
5458,0,0,0.12,88.0,Excellent
5459,1,1,0.8787,12.13,Critical
5460,1,1,0.9531,4.69,Critical
5461,1,1,0.6604,33.96,Poor
5462,0,0,0.1601,83.99,Excellent
5463,0,0,0.0798,92.02,Excellent
5464,0,0,0.2388,76.12,Good
5465,1,1,0.8641,13.59,Critical
5466,0,0,0.209,79.1,Good
5467,0,0,0.1032,89.68,Excellent
5468,1,1,0.8785,12.15,Critical
5469,0,0,0.0996,90.04,Excellent
5470,1,1,0.9876,1.24,Critical
5471,0,0,0.0971,90.29,Excellent
5472,1,1,0.9611,3.89,Critical
5473,1,1,0.8087,19.13,Critical
5474,1,1,0.7153,28.47,Poor
5475,1,1,0.9639,3.61,Critical
5476,0,0,0.1785,82.15,Excellent
5477,0,0,0.1133,88.67,Excellent
5478,1,1,0.9662,3.38,Critical
5479,1,1,0.628,37.2,Poor
5480,1,1,0.8935,10.65,Critical
5481,0,0,0.1929,80.71,Excellent
5482,1,1,0.9661,3.39,Critical
5483,1,1,0.8338,16.62,Critical
5484,0,0,0.3183,68.17,Good
5485,0,0,0.467,53.3,Fair
5486,0,0,0.1197,88.03,Excellent
5487,1,1,0.9151,8.49,Critical
5488,0,0,0.0489,95.11,Excellent
5489,0,0,0.1997,80.03,Excellent
5490,1,1,0.7808,21.92,Poor
5491,0,0,0.2059,79.41,Good
5492,1,1,0.6232,37.68,Poor
5493,0,0,0.0997,90.03,Excellent
5494,0,0,0.3475,65.25,Good
5495,0,0,0.4193,58.07,Fair
5496,0,0,0.161,83.9,Excellent
5497,0,0,0.2998,70.02,Good
5498,0,0,0.1097,89.03,Excellent
5499,1,1,0.5564,44.36,Fair
5500,0,0,0.1246,87.54,Excellent
5501,1,1,0.8286,17.14,Critical
5502,0,0,0.1363,86.37,Excellent
5503,0,0,0.0672,93.28,Excellent
5504,1,1,0.8295,17.05,Critical
5505,0,0,0.114,88.6,Excellent
5506,1,1,0.5221,47.79,Fair
5507,1,1,0.982,1.8,Critical
5508,0,0,0.0641,93.59,Excellent
5509,1,1,0.8857,11.43,Critical
5510,1,1,0.6854,31.46,Poor
5511,1,1,0.8793,12.07,Critical
5512,1,1,0.9459,5.41,Critical
5513,0,0,0.1937,80.63,Excellent
5514,0,0,0.155,84.5,Excellent
5515,1,1,0.825,17.5,Critical
5516,1,1,0.8378,16.22,Critical
5517,0,0,0.3703,62.97,Good
5518,0,0,0.0393,96.07,Excellent
5519,0,0,0.2943,70.57,Good
5520,0,0,0.0439,95.61,Excellent
5521,1,1,0.8894,11.06,Critical
5522,0,0,0.0793,92.07,Excellent
5523,0,0,0.1015,89.85,Excellent
5524,1,1,0.6248,37.52,Poor
5525,1,1,0.8257,17.43,Critical
5526,0,0,0.1409,85.91,Excellent
5527,1,1,0.7713,22.87,Poor
5528,1,1,0.8305,16.95,Critical
5529,0,0,0.1259,87.41,Excellent
5530,0,0,0.0751,92.49,Excellent
5531,1,1,0.9047,9.53,Critical
5532,0,1,0.5467,45.33,Fair
5533,1,1,0.7734,22.66,Poor
5534,0,0,0.4841,51.59,Fair
5535,0,0,0.143,85.7,Excellent
5536,1,1,0.9456,5.44,Critical
5537,0,0,0.1512,84.88,Excellent
5538,0,0,0.1217,87.83,Excellent
5539,0,0,0.0942,90.58,Excellent
5540,0,0,0.1338,86.62,Excellent
5541,0,0,0.3049,69.51,Good
5542,0,0,0.1263,87.37,Excellent
5543,1,1,0.89,11.0,Critical
5544,1,1,0.9332,6.68,Critical
5545,0,0,0.0775,92.25,Excellent
5546,0,0,0.101,89.9,Excellent
5547,1,1,0.9409,5.91,Critical
5548,0,0,0.0493,95.07,Excellent
5549,1,1,0.856,14.4,Critical
5550,0,0,0.128,87.2,Excellent
5551,1,1,0.8476,15.24,Critical
5552,0,0,0.0543,94.57,Excellent
5553,0,0,0.2524,74.76,Good
5554,1,1,0.8632,13.68,Critical
5555,1,1,0.9331,6.69,Critical
5556,1,1,0.8691,13.09,Critical
5557,0,0,0.1026,89.74,Excellent
5558,0,0,0.116,88.4,Excellent
5559,0,0,0.2492,75.08,Good
5560,1,1,0.9742,2.58,Critical
5561,0,0,0.0706,92.94,Excellent
5562,0,0,0.1551,84.49,Excellent
5563,0,0,0.1387,86.13,Excellent
5564,0,0,0.0923,90.77,Excellent
5565,1,1,0.7965,20.35,Poor
5566,0,0,0.0695,93.05,Excellent
5567,0,0,0.1285,87.15,Excellent
5568,0,0,0.081,91.9,Excellent
5569,1,1,0.5926,40.74,Fair
5570,1,1,0.8804,11.96,Critical
5571,0,0,0.3151,68.49,Good
5572,0,0,0.1211,87.89,Excellent
5573,0,0,0.0884,91.16,Excellent
5574,0,0,0.1347,86.53,Excellent
5575,1,1,0.5958,40.42,Fair
5576,0,0,0.1925,80.75,Excellent
5577,0,0,0.0581,94.19,Excellent
5578,1,1,0.9443,5.57,Critical
5579,1,1,0.8618,13.82,Critical
5580,0,0,0.1347,86.53,Excellent
5581,0,0,0.1743,82.57,Excellent
5582,0,1,0.5895,41.05,Fair
5583,0,0,0.271,72.9,Good
5584,0,0,0.1482,85.18,Excellent
5585,1,1,0.9279,7.21,Critical
5586,1,1,0.9025,9.75,Critical
5587,0,0,0.0451,95.49,Excellent
5588,0,0,0.1949,80.51,Excellent
5589,1,1,0.7321,26.79,Poor
5590,1,1,0.8206,17.94,Critical
5591,1,1,0.6281,37.19,Poor
5592,1,1,0.8775,12.25,Critical
5593,1,1,0.8731,12.69,Critical
5594,1,1,0.9778,2.22,Critical
5595,0,0,0.1379,86.21,Excellent
5596,1,1,0.9298,7.02,Critical
5597,1,1,0.8703,12.97,Critical
5598,1,1,0.9524,4.76,Critical
5599,0,0,0.1507,84.93,Excellent
5600,1,1,0.5373,46.27,Fair
5601,1,1,0.928,7.2,Critical
5602,0,0,0.1399,86.01,Excellent
5603,0,0,0.3361,66.39,Good
5604,1,1,0.6504,34.96,Poor
5605,0,0,0.0923,90.77,Excellent
5606,1,1,0.7951,20.49,Poor
5607,0,0,0.4027,59.73,Fair
5608,0,0,0.0635,93.65,Excellent
5609,1,1,0.7548,24.52,Poor
5610,0,0,0.1194,88.06,Excellent
5611,0,0,0.1832,81.68,Excellent
5612,0,0,0.3395,66.05,Good
5613,0,0,0.1001,89.99,Excellent
5614,0,0,0.101,89.9,Excellent
5615,0,0,0.2681,73.19,Good
5616,0,0,0.187,81.3,Excellent
5617,0,0,0.0962,90.38,Excellent
5618,0,0,0.1172,88.28,Excellent
5619,0,0,0.1367,86.33,Excellent
5620,0,0,0.1694,83.06,Excellent
5621,0,0,0.1247,87.53,Excellent
5622,1,1,0.7736,22.64,Poor
5623,0,0,0.1289,87.11,Excellent
5624,0,0,0.0806,91.94,Excellent
5625,1,1,0.8549,14.51,Critical
5626,1,1,0.9261,7.39,Critical
5627,1,1,0.8244,17.56,Critical
5628,0,0,0.1972,80.28,Excellent
5629,1,0,0.3212,67.88,Good
5630,0,0,0.0964,90.36,Excellent
5631,0,0,0.1329,86.71,Excellent
5632,1,1,0.923,7.7,Critical
5633,0,0,0.1466,85.34,Excellent
5634,1,1,0.7374,26.26,Poor
5635,0,0,0.096,90.4,Excellent
5636,0,0,0.0995,90.05,Excellent
5637,1,1,0.7254,27.46,Poor
5638,0,0,0.0616,93.84,Excellent
5639,1,1,0.6146,38.54,Poor
5640,0,0,0.1064,89.36,Excellent
5641,0,0,0.1874,81.26,Excellent
5642,1,1,0.962,3.8,Critical
5643,1,1,0.8734,12.66,Critical
5644,1,1,0.8894,11.06,Critical
5645,1,1,0.795,20.5,Poor
5646,1,1,0.89,11.0,Critical
5647,1,1,0.814,18.6,Critical
5648,1,1,0.8114,18.86,Critical
5649,1,1,0.974,2.6,Critical
5650,0,0,0.2975,70.25,Good
5651,1,1,0.907,9.3,Critical
5652,0,0,0.1452,85.48,Excellent
5653,1,1,0.8637,13.63,Critical
5654,1,0,0.4677,53.23,Fair
5655,0,0,0.1778,82.22,Excellent
5656,1,1,0.9355,6.45,Critical
5657,0,0,0.305,69.5,Good
5658,1,1,0.9172,8.28,Critical
5659,1,1,0.8197,18.03,Critical
5660,1,1,0.9627,3.73,Critical
5661,0,0,0.1836,81.64,Excellent
5662,0,0,0.1397,86.03,Excellent
